Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV032,9/29/18 5:00 PM,9/29/18 7:18 PM,30.698,0.639,1.661,2.300,99.5,95.5,4,58.454,72.32,,
EV032,9/29/18 9:50 AM,9/29/18 4:49 PM,96.38,1.489,5.497,6.986,97,66,31,185.024,73.4,,
EV032,9/29/18 7:46 AM,9/29/18 9:35 AM,25.707,0.419,1.403,1.822,87,56,31,48.899,60.44,,
EV032,9/28/18 9:20 PM,9/28/18 9:23 PM,0.29,0.014,0.036,0.050,90.5,88.5,2,0.604,60.08,,
EV032,9/28/18 5:16 PM,9/28/18 5:30 PM,0.224,0.156,0.083,0.239,94.5,90,4.5,1.016,74.48,,
EV032,9/28/18 11:27 AM,9/28/18 11:32 AM,1.417,0.006,0.075,0.081,100,99,1,2.502,82.76,,
EV032,9/28/18 11:10 AM,9/28/18 11:16 AM,0.987,0.031,0.075,0.106,98.5,96,2.5,1.921,78.08,,
EV032,9/28/18 9:37 AM,9/28/18 10:59 AM,16.254,0.511,0.858,1.369,93,54.5,38.5,39.095,76.64,,
EV032,9/27/18 5:39 PM,9/27/18 5:44 PM,0.236,0.050,0.042,0.092,99,96,3,0.591,93.2,,
EV032,9/26/18 7:39 PM,9/26/18 7:47 PM,0.236,0.072,0.064,0.136,100,99,1,0.742,79.88,,
EV032,9/26/18 5:51 PM,9/26/18 6:56 PM,16.28,0.292,0.792,1.083,99,94,5,35.188,89.6,,
EV032,9/26/18 4:44 PM,9/26/18 5:39 PM,13.705,0.197,0.719,0.917,100,56.5,43.5,29.162,95.72,,
EV032,9/26/18 11:43 AM,9/26/18 4:33 PM,68.954,1.131,3.706,4.836,99,55.5,43.5,140.685,92.12,,
EV032,9/26/18 6:02 AM,9/26/18 11:31 AM,79.828,1.453,4.025,5.478,87.5,60,27.5,160.181,69.8,,
EV032,9/25/18 5:51 PM,9/25/18 5:54 PM,0.238,0.011,0.039,0.050,91.5,89,2.5,0.565,91.04,,
EV032,9/24/18 9:43 PM,9/24/18 9:55 PM,0.252,0.131,0.072,0.203,94.5,91,3.5,0.988,69.8,,
EV032,9/24/18 7:05 PM,9/24/18 7:14 PM,2.357,0.006,0.136,0.142,96.5,94.5,2,4.409,83.84,,
EV032,9/24/18 4:44 PM,9/24/18 6:43 PM,27.516,0.461,1.522,1.983,99.5,67,32.5,54.524,91.4,,
EV032,9/24/18 8:39 AM,9/24/18 4:29 PM,109.179,2.133,5.711,7.844,99.5,62,37.5,217.912,79.16,,
EV032,9/24/18 6:02 AM,9/24/18 8:28 AM,39.105,0.569,1.856,2.425,84.5,67.5,17,83.22,57.56,,
EV032,9/21/18 11:20 PM,9/21/18 11:29 PM,0.584,0.053,0.097,0.150,88.5,86.5,2,1.348,60.8,,
EV032,9/21/18 9:35 PM,9/21/18 9:44 PM,0.17,0.086,0.050,0.136,91.5,89,2.5,0.696,68.72,,
EV032,9/21/18 6:36 PM,9/21/18 7:37 PM,16.122,0.272,0.747,1.019,93,88.5,4.5,34.687,84.92,,
EV032,9/21/18 2:51 PM,9/21/18 6:21 PM,48.383,0.953,2.544,3.497,78.5,38,40.5,124.592,95.72,,
EV032,9/21/18 12:15 PM,9/21/18 2:40 PM,33.956,0.728,1.683,2.411,98,79.5,18.5,78.435,97.16,,
EV032,9/21/18 11:47 AM,9/21/18 12:04 PM,2.541,0.125,0.144,0.269,82,64.5,17.5,7.343,98.96,,
EV032,9/20/18 5:32 PM,9/20/18 5:35 PM,0.287,0.014,0.039,0.053,86.5,83,3.5,0.599,90.68,,
EV032,9/19/18 6:24 PM,9/19/18 6:25 PM,0.159,0.000,0.025,0.025,93,91.5,1.5,0.278,84.56,,
EV032,9/19/18 5:59 PM,9/19/18 6:02 PM,0.218,0.011,0.036,0.047,94.5,92.5,2,0.494,86.36,,
EV032,9/18/18 7:16 PM,9/18/18 7:23 PM,0.221,0.081,0.039,0.119,96,94.5,1.5,0.573,75.2,,
EV032,9/18/18 5:51 PM,9/18/18 6:53 PM,16.312,0.217,0.814,1.031,99,94,5,33.631,78.08,,
EV032,9/18/18 5:11 PM,9/18/18 5:40 PM,7.176,0.097,0.383,0.481,84,55.5,28.5,15.372,84.92,,
EV032,9/18/18 4:41 PM,9/18/18 4:59 PM,6.465,0.025,0.286,0.311,99,86.5,12.5,13.034,84.56,,
EV032,9/18/18 11:40 AM,9/18/18 4:27 PM,68.133,1.300,3.483,4.783,99.5,62.5,37,140.511,80.24,,
EV032,9/18/18 8:41 AM,9/18/18 11:30 AM,40.912,0.850,1.964,2.814,100,62.5,37.5,89.115,68.72,,
EV032,9/18/18 6:00 AM,9/18/18 8:30 AM,39.454,0.597,1.908,2.506,89.5,63,26.5,84.389,55.04,,
EV032,9/17/18 5:45 PM,9/17/18 5:48 PM,0.242,0.017,0.039,0.056,94,91.5,2.5,0.527,82.4,,
EV032,9/15/18 4:52 PM,9/15/18 4:55 PM,0.248,0.000,0.050,0.050,95,93.5,1.5,0.447,82.4,,
EV032,9/14/18 4:42 PM,9/14/18 7:16 PM,30.426,0.947,1.614,2.561,100,97,3,65.903,79.88,,
EV032,9/14/18 6:03 AM,9/14/18 4:31 PM,149.18,2.881,7.583,10.464,92,64.5,27.5,304.353,69.8,,
EV032,9/13/18 4:34 PM,9/13/18 4:38 PM,0.236,0.028,0.036,0.064,99,96.5,2.5,0.528,84.92,,
EV032,9/12/18 6:52 PM,9/12/18 7:00 PM,0.213,0.067,0.053,0.119,96,99,-3,0.601,66.92,,
EV032,9/12/18 6:06 PM,9/12/18 6:13 PM,2.634,0.000,0.117,0.117,99.5,91.5,8,6.106,73.4,,
EV032,9/12/18 5:04 PM,9/12/18 5:55 PM,13.702,0.178,0.681,0.858,96.5,55.5,41,30.151,77.72,,
EV032,9/12/18 5:44 AM,9/12/18 4:49 PM,154.619,2.797,8.292,11.089,79,47.5,31.5,332.6,68.36,,
EV032,9/11/18 5:29 PM,9/11/18 5:32 PM,0.227,0.017,0.036,0.053,82,80,2,0.474,93.2,,
EV032,9/10/18 11:16 PM,9/10/18 11:21 PM,0.388,0.031,0.061,0.092,83.5,81,2.5,0.725,62.24,,
EV032,9/10/18 9:37 PM,9/10/18 9:48 PM,0.251,0.108,0.064,0.172,87,83.5,3.5,0.872,72.68,,
EV032,9/10/18 7:54 PM,9/10/18 7:56 PM,0.145,0.000,0.031,0.031,87.5,86.5,1,0.29,83.84,,
EV032,9/10/18 7:23 PM,9/10/18 7:24 PM,0.119,0.000,0.022,0.022,92,91,1,0.223,85.64,,
EV032,9/10/18 6:11 PM,9/10/18 6:18 PM,2.622,0.003,0.119,0.122,96.5,88.5,8,6.353,89.6,,
EV032,9/10/18 5:04 PM,9/10/18 5:54 PM,13.722,0.153,0.692,0.844,99,51,48,33.65,92.48,,
EV032,9/10/18 5:44 AM,9/10/18 4:51 PM,154.369,3.303,7.819,11.122,94,35,59,361.129,75.2,,
EV032,9/7/18 7:13 PM,9/7/18 7:22 PM,0.226,0.097,0.056,0.153,92.5,96,-3.5,0.782,83.48,,
EV032,9/7/18 6:14 PM,9/7/18 6:23 PM,2.402,0.006,0.150,0.156,100,92.5,7.5,5.247,92.12,,
