Vehicle ID,Date,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,Average Speed
EV216,12/01/2022,77.43999999999869,3.266666666666665,4.093055555555553,7.35972222222221,,,,183.011624410563,49.46,17871.36,17948.8,55.2084090076882,,10.522136252122882
EV216,12/02/2022,107.81000000000131,3.18333333333333,5.263055555555552,8.446388888888864,66,58,46,285.416225735908,52.16,17948.8,18056.61,46.936763324555,,12.764034597296869
EV216,12/03/2022,31.610000000000582,1.8666666666666623,1.1469444444444432,3.0136111111111026,58,93,14,68.9506060895902,60.44,18056.61,18088.22,46.1723671112702,,10.48907733431675
EV216,12/04/2022,33.0099999999984,1.0666666666666653,1.5977777777777762,2.6644444444444426,94,75,18,88.1553515154287,57.2,18088.22,18121.23,37.23538585989353,,12.389074228523178
EV216,12/05/2022,3.040000000000873,0.8,0.223055555555555,1.023055555555555,91,92,2,,51.98,18121.23,18124.27,27.72162864568293,,2.971490632637293
EV216,12/25/2022,0.23000000000320142,0.0166666666666666,0.09166666666666659,0.1083333333333332,89,88,2,0.896296296296296,73.4,18124.26,18124.49,12.7659574468085,,2.123076923106477
EV216,01/09/2023,3.1899999999986903,4.916666666666662,0.33944444444444394,5.256111111111103,89,83,6,11.4694564564564,53.06,18124.49,18127.68,68.25296244770706,,0.6069125885210497
EV216,01/13/2023,0.3100000000013097,0.1833333333333326,0.0991666666666664,0.2824999999999993,82,79,4,0.698701298701297,57.92,18127.68,18127.99,60.568784436274534,,1.0973451327480015
EV216,01/23/2023,6.289999999997235,0.266666666666666,0.41083333333333316,0.6774999999999992,76,74,5,,49.82,18127.99,18134.28,31.274084778420033,,9.284132841324343
EV216,01/24/2023,22.450000000000728,1.8666666666666656,0.9463888888888881,2.8130555555555516,73,85,6,41.3223443223443,56.12,18134.28,18156.73,40.72544757471698,,7.9806457983610875
EV216,03/02/2023,0.08000000000174623,0.0999999999999999,0.0852777777777777,0.1852777777777776,85,82,3,0.399999999999999,47.12,18156.73,18156.81,45.96208496975987,,0.43178410795545236
EV216,03/03/2023,0.39000000010128133,0.0499999999999999,0.07861111111111099,0.128611111111111,,,,0.892450142450142,49.28,18156.8099999999,18157.2,27.947978978469866,,3.0323974089948464
EV216,03/18/2023,0.040000000000873115,0.05,0.153333333333333,0.203333333333333,,,,1,61.52,18157.2,18157.24,24.5901639344262,,0.19672131147970418
EV216,03/19/2023,0.3400000000001455,0.0666666666666666,0.10805555555555539,0.17472222222222208,81,80,1,1.21428571428571,54.14,18157.24,18157.58,15.325670498084266,,1.9459459459467803
EV216,03/27/2023,0.12000000010084477,2.81666666666666,6.063888888888888,8.880555555555548,,,,188.331944444444,56.12,18157.5799999999,18157.7,38.90636466771243,,0.013512668137724166
EV216,04/02/2023,0.8899999999994179,0.4499999999999996,0.1669444444444443,0.6169444444444439,71,69,2,2.32653968253968,53.96,18157.7,18158.59,39.83700706084663,,1.4425934263835694
EV216,04/04/2023,14.599999999998545,0.7166666666666659,0.8713888888888875,1.588055555555554,70,60,12,,48.02,18158.59,18173.19,32.25478261113029,,9.193633024312543
EV216,04/05/2023,11.5,2.4999999999999973,0.9402777777777769,3.4402777777777755,61,87,5,36.9137768596847,54.32,18173.19,18184.69,46.09980530340413,,3.3427533306419077
EV216,04/06/2023,98.80000000000291,3.3999999999999964,5.1586111111111075,8.558611111111086,,,,,59.72,18184.69,18283.49,35.30857113681464,,11.5439291162251
EV216,04/07/2023,0.6200000001008448,0.0499999999999999,0.1308333333333332,0.1808333333333331,,,,,58.1,18283.4899999999,18284.11,28.21451410174425,,3.4285714291291
EV216,04/08/2023,47.38999999999942,1.8333333333333328,2.574722222222209,4.408055555555542,,,,,56.84,18284.11,18331.5,52.98507373973283,,10.750771945302063
EV216,04/09/2023,132.11999999999898,3.8166666666666624,6.324722222222213,10.14138888888886,,,,,64.76,18331.5,18463.62,31.12731340999897,,13.027801364047157
