Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC
EV119,4/21/2021,3.0,7.8914117,0.009444444,0.538055556,0.5475,,,0.0,,51.0,284.8364664,292.7278781,,
EV119,4/22/2021,11.0,79.1626654,0.293888889,2.694444444,2.988333333,,,0.0,,49.0,292.7278781,371.8905435,,
EV119,4/23/2021,4.0,35.6045583,0.109722222,1.205277778,1.315,,,0.0,,52.0,371.8905435,407.4951018,,
EV119,4/26/2021,4.0,35.6045583,0.113611111,1.133611111,1.247222222,,,0.0,,49.0,407.4951018,443.0996601,,
EV119,4/27/2021,4.0,36.5987519,0.035277778,1.539166667,1.574444445,,,0.0,,49.0,443.0996601,479.698412,,
EV119,4/28/2021,3.0,36.039518,0.174444444,1.2425,1.4169444439999999,,,0.0,,64.0,479.698412,515.73793,,
EV119,4/29/2021,5.0,35.5424212,0.106944444,1.164722222,1.271666666,,,0.0,,74.0,515.73793,551.2803512,,
EV119,4/30/2021,4.0,35.5424212,0.218333333,1.130833333,1.349166666,,,0.0,,78.0,551.2803512,586.8227724,,
EV119,5/3/2021,18.0,75.6208507,0.286666667,2.649444444,2.9361111109999998,,,0.0,,65.0,586.8227724,662.4436231,,
EV119,5/4/2021,4.0,35.6045583,0.151388889,1.209166667,1.360555556,99.0,99.0,0.0,,72.0,662.4436231,698.0481814,99.0,99.0
EV119,5/5/2021,9.0,43.49597,0.136111111,1.682222222,1.818333333,98.0,100.0,121.0,255.23256,74.0,698.0481814,741.5441514,100.0,47.0
EV119,5/6/2021,2.0,9.4448392,0.140555556,0.4075,0.548055556,97.0,90.0,10.0,21.0936,66.0,741.5441514,750.9889906,99.0,90.0
EV119,5/10/2021,9.0,100.9727875,0.241388889,2.451111111,2.6925,94.0,18.0,107.0,225.70152,58.0,750.9889906,851.9617781,96.0,18.0
EV119,5/11/2021,4.0,35.6045583,0.190277778,1.0825,1.272777778,99.0,61.0,39.0,82.26504,63.0,851.9617781,887.5663364,100.0,61.0
EV119,5/12/2021,5.0,78.8519799,0.166666667,2.223611111,2.3902777779999997,98.0,25.0,81.0,170.85816,67.0,887.5663364,966.4183163,100.0,22.0
EV119,5/13/2021,7.0,77.7956492,0.172777778,2.285833333,2.4586111109999997,99.0,28.0,86.0,181.40496,67.0,966.4183163,1044.213966,100.0,23.0
EV119,5/14/2021,12.0,67.1702051,0.386666667,2.445,2.831666667,99.0,48.0,73.0,153.98328,62.0,1044.213966,1111.384171,100.0,47.0
EV119,5/17/2021,8.0,73.8810119,0.359166667,2.544166667,2.903333334,98.0,21.0,80.0,168.7488,53.0,1111.384171,1185.265183,98.0,20.0
EV119,5/18/2021,11.0,80.8403671,0.4825,2.803333333,3.285833333,94.0,26.0,78.0,164.53008,61.0,1185.265183,1266.10555,99.0,26.0
EV119,5/19/2021,12.0,105.0738361,0.138611111,3.277777778,3.416388889,99.0,6.0,139.0,293.20104,62.0,1266.10555,1371.179386,100.0,0.0
EV119,5/20/2021,11.0,78.3548831,0.358611111,3.063608333,3.422219444,99.0,21.0,100.0,210.936,57.0,1371.179386,1449.534269,99.0,20.0
EV119,5/21/2021,11.0,78.292746,0.258888889,2.666388889,2.925277778,95.0,18.0,90.0,189.8424,54.0,1449.534269,1527.827015,96.0,13.0
EV119,5/24/2021,12.0,73.5081893,0.283055556,2.687222222,2.970277778,88.0,33.0,110.0,232.0296,72.0,1527.827015,1601.335204,90.0,32.0
EV119,5/25/2021,12.0,107.1864975,0.2425,3.465277778,3.707777778,98.0,6.0,120.0,253.1232,74.0,1601.335204,1708.521702,100.0,6.0
EV119,5/26/2021,16.0,66.1760115,0.228611111,2.783886111,3.0124972220000004,100.0,87.0,120.0,253.1232,69.0,1708.521702,1774.697713,100.0,49.0
EV119,5/27/2021,11.0,120.2974256,0.259444444,3.601666667,3.861111111,98.0,7.0,144.0,303.74784,63.0,1774.697713,1894.995139,99.0,7.0
EV119,6/1/2021,10.0,112.3438768,0.345555556,3.405,3.7505555559999997,92.0,9.0,88.0,185.62368,77.0,1895.057276,2007.401153,93.0,9.0
EV119,6/2/2021,9.0,105.3845216,0.228055556,3.065555556,3.2936111120000002,92.0,14.0,111.0,234.13896,77.0,2007.401153,2112.785674,93.0,2.0
EV119,6/3/2021,14.0,105.5709329,0.359722222,3.984722222,4.344444444,98.0,12.0,133.0,280.54488,74.0,2112.785674,2218.356607,100.0,12.0
EV119,6/4/2021,4.0,35.4802841,0.075555556,1.193333333,1.268888889,99.0,70.0,65.0,137.1084,74.0,2218.356607,2253.836891,100.0,52.0
EV119,6/7/2021,6.0,107.8078685,0.225833333,2.718333333,2.944166666,97.0,6.0,95.0,200.3892,58.0,2253.836891,2361.64476,98.0,6.0
EV119,6/8/2021,4.0,35.7288325,0.189444444,1.385833333,1.575277777,94.0,62.0,33.0,69.60888,60.0,2361.64476,2397.373592,96.0,62.0
EV119,6/9/2021,3.0,35.5424212,0.094444444,0.674166667,0.768611111,93.0,65.0,31.0,65.39016,64.0,2397.373592,2432.916013,95.0,65.0
EV119,6/10/2021,9.0,107.6835943,0.3375,3.500277778,3.837777778,99.0,8.0,92.0,194.06112,62.0,2432.916013,2540.599608,99.0,8.0
EV119,6/11/2021,5.0,35.418147,0.198055556,1.150833333,1.348888889,99.0,67.0,31.0,65.39016,69.0,2540.599608,2576.017755,99.0,67.0
EV119,6/14/2021,3.0,35.4802841,0.126111111,1.150277778,1.276388889,88.0,62.0,44.0,92.81184,81.0,2576.017755,2611.498039,91.0,47.0
EV119,6/15/2021,10.0,132.6627085,0.133333333,3.463055556,3.596388889,100.0,30.0,138.0,291.09168,87.0,2611.498039,2744.160747,100.0,11.0
EV119,6/16/2021,1.0,0.7456452,0.001388889,0.141944444,0.143333333,27.0,29.0,0.0,,85.0,2744.160747,2744.906393,29.0,27.0
EV119,6/23/2021,2.0,27.5888724,0.0075,0.736388889,0.7438888889999999,68.0,72.0,43.0,90.70248,72.0,2744.96853,2772.557402,91.0,60.0
EV119,6/24/2021,9.0,4.1010486,0.103055556,1.078888889,1.1819444449999998,72.0,70.0,30.0,63.2808,70.0,2772.557402,2776.658451,100.0,70.0
EV119,6/25/2021,1.0,7.6428633,0.011944444,0.426388889,0.438333333,99.0,94.0,5.0,10.5468,72.0,2776.658451,2784.301314,99.0,94.0
EV119,6/28/2021,2.0,0.5592339,0.003611111,0.090277778,0.093888889,90.0,89.0,1.0,2.10936,82.0,2784.301314,2784.860548,90.0,89.0
EV119,7/7/2021,2.0,9.1962908,0.018611111,0.37,0.388611111,69.0,92.0,8.0,16.87488,81.0,2784.922685,2794.118976,99.0,68.0
EV119,7/13/2021,9.0,100.7242391,0.223055556,3.209166667,3.4322222229999997,94.0,28.0,82.0,172.96752,80.0,2794.118976,2894.843215,95.0,28.0
EV119,7/14/2021,6.0,100.9106504,0.164166667,3.058888889,3.223055556,99.0,33.0,78.0,164.53008,81.0,2894.843215,2995.753865,100.0,33.0
EV119,7/15/2021,7.0,100.7863762,0.256666667,3.233333333,3.49,100.0,30.0,85.0,179.2956,78.0,2995.753865,3096.540241,100.0,30.0
EV119,7/16/2021,4.0,103.4582715,0.154444444,2.451111111,2.605555555,99.0,25.0,75.0,158.202,77.0,3096.540241,3199.998513,100.0,25.0
EV119,7/19/2021,6.0,100.662102,0.145277778,3.083333333,3.228611111,98.0,35.0,76.0,160.31136,81.0,3199.998513,3300.660615,98.0,35.0
EV119,7/20/2021,12.0,103.8310941,0.526666667,3.385,3.9116666669999995,99.0,36.0,85.0,179.2956,81.0,3300.660615,3404.491709,100.0,24.0
EV119,7/21/2021,10.0,98.6737148,0.384444444,3.110555556,3.495,99.0,30.0,83.0,175.07688,83.0,3404.491709,3503.165424,100.0,28.0
EV119,7/22/2021,4.0,35.418147,0.246944444,1.253611111,1.5005555549999998,100.0,72.0,30.0,63.2808,85.0,3503.165424,3538.583571,100.0,72.0
EV119,7/23/2021,4.0,103.3961344,0.293888889,2.293611111,2.5875000000000004,99.0,25.0,76.0,160.31136,81.0,3538.583571,3641.979705,100.0,25.0
EV119,8/3/2021,5.0,35.6666954,3.326666667,1.216388889,4.5430555560000005,95.0,68.0,32.0,67.49952,85.0,3641.979705,3677.646401,98.0,68.0
EV119,8/4/2021,5.0,106.8136749,1.74,2.903883333,4.643883333,94.0,23.0,81.0,170.85816,85.0,3677.646401,3784.460076,100.0,23.0
EV119,8/5/2021,7.0,62.1992371,2.580555556,2.526388889,5.106944445,99.0,50.0,52.0,109.68672,84.0,3784.460076,3846.659313,100.0,50.0
EV119,8/6/2021,4.0,103.5204086,1.35,2.521666667,3.871666667,99.0,20.0,81.0,170.85816,80.0,3846.659313,3950.179721,100.0,20.0
EV119,8/9/2021,4.0,35.4802841,0.755833333,1.253333333,2.009166666,99.0,70.0,31.0,65.39016,77.0,3950.179721,3985.660005,99.0,70.0
EV119,8/10/2021,5.0,35.6045583,0.851111111,1.296111111,2.147222222,99.0,78.0,30.0,63.2808,81.0,3985.660005,4021.264564,100.0,72.0
EV119,8/11/2021,3.0,35.418147,0.966388889,1.162777778,2.129166667,99.0,72.0,31.0,65.39016,80.0,4021.264564,4056.682711,100.0,72.0
EV119,9/10/2021,1.0,3.728226,0.189166667,0.289441667,0.478608334,98.0,96.0,2.0,4.21872,82.0,4056.682711,4060.410937,98.0,96.0
EV119,9/13/2021,7.0,44.9251233,2.018055556,1.798327778,3.816383334,92.0,91.0,43.0,90.70248,81.0,4060.410937,4105.33606,100.0,60.0
EV119,9/15/2021,1.0,0.2485484,0.001388889,0.034725,0.036113888999999996,88.0,89.0,0.0,,75.0,4105.33606,4105.584608,89.0,88.0
EV119,9/20/2021,1.0,7.6428633,0.138333333,0.544444444,0.6827777770000001,99.0,92.0,7.0,14.76552,74.0,4105.584608,4113.227472,99.0,92.0
EV119,9/24/2021,7.0,44.738712,0.635277778,1.988333333,2.6236111109999998,99.0,100.0,37.0,78.04632,72.0,4113.227472,4157.966184,100.0,65.0
EV119,9/27/2021,8.0,106.1301668,0.462777778,2.915833333,3.378611111,100.0,9.0,92.0,194.06112,61.0,4157.966184,4264.09635,100.0,9.0
EV119,9/28/2021,7.0,106.1923039,0.332777778,2.724722222,3.0575,100.0,9.0,90.0,189.8424,60.0,4264.09635,4370.288654,100.0,9.0
EV119,9/29/2021,6.0,106.1923039,0.391388889,2.574722222,2.966111111,99.0,10.0,89.0,187.73304,63.0,4370.288654,4476.480958,100.0,10.0
EV119,9/30/2021,9.0,105.2602474,0.3775,2.951944444,3.329444444,100.0,8.0,90.0,189.8424,73.0,4476.480958,4581.741206,100.0,8.0
EV119,10/1/2021,6.0,105.6952071,0.271388889,2.731111111,3.0025000000000004,99.0,12.0,87.0,183.51432,75.0,4581.741206,4687.436413,100.0,12.0
EV119,10/4/2021,7.0,105.7573442,0.532222222,2.881111111,3.413333333,99.0,12.0,88.0,185.62368,75.0,4687.436413,4793.193757,100.0,12.0
EV119,10/5/2021,7.0,105.5709329,0.408333333,2.803611111,3.211944444,100.0,16.0,85.0,179.2956,65.0,4793.193757,4898.76469,100.0,16.0
EV119,10/6/2021,9.0,105.8194813,0.747222222,3.138888889,3.886111111,100.0,10.0,92.0,194.06112,62.0,4898.76469,5004.584171,100.0,9.0
EV119,10/7/2021,8.0,106.6894007,0.375833333,3.194444444,3.5702777770000003,99.0,10.0,91.0,191.95176,60.0,5004.584171,5111.273572,100.0,10.0
EV119,10/8/2021,9.0,106.1923039,0.341388889,2.970277778,3.311666667,100.0,11.0,91.0,191.95176,57.0,5111.273572,5217.465876,100.0,11.0
EV119,10/11/2021,8.0,105.63307,0.367222222,3.134444444,3.501666666,100.0,5.0,94.0,198.27984,57.0,5217.465876,5323.098946,100.0,5.0
EV119,10/12/2021,9.0,102.2155295,0.373055556,2.793888889,3.1669444450000004,99.0,4.0,98.0,206.71728,53.0,5323.098946,5425.314475,100.0,2.0
