Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Max SOC,Min SOC,Percent Idling Time,Drive Cycle,Energy Consumed While Driving,Energy Consumed While Idling,Average Speed,Maximum Speed
EV157,09/29/2022 07:52:00,09/29/2022 08:48:00,0,0.921296944444407,0,0.921296944444407,,,,,54.3475054526622,257.8162313340094,257.8162313340094,,,1,,,,0,0
EV157,09/29/2022 11:25:00,09/29/2022 13:09:00,0.3635021474588598,1.674704444444501,0.05543277777777788,1.7301372222222788,80.921875,80.2,0.95468799999999,4.90330000000006,67.2008285033371,257.8162313340094,258.17973348146825,81.154688,80.2,0.9679604732701044,,0.859761999999989,4.03831700000001,2.79885462648135,5.27581393412471
EV157,09/30/2022 03:24:00,09/30/2022 04:07:00,15.900889430724533,0.18203027777781244,0.5186472222222225,0.7006775000000349,79.757813,72.235938,7.545312,,55.0241194947043,258.17973348146825,274.0806229121928,79.78125,72.235938,0.25979181260680323,,,,25.3323616232518,59.0920291124831
EV157,09/30/2022 07:13:00,09/30/2022 07:20:00,0,0.10252944444442846,0,0.10252944444442846,71.28125,71.514063,0,0.685919000000013,62.1495825443339,274.0806229121928,274.0806229121928,71.514063,71.28125,1,,,0.685918000000015,6.34618826055834,11.0482283464567
EV157,09/30/2022 08:13:00,09/30/2022 08:26:00,0,0.20458361111110435,0,0.20458361111110435,70.6875,70.617188,0.548438000000004,0.938782999999944,60.4707377335636,274.0806229121928,274.0806229121928,70.6875,70.25625,1,,,0.938784000000055,3.01158732999284,5.00738188976378
EV157,09/30/2022 11:09:00,09/30/2022 11:15:00,0,0.0959433333334232,0,0.0959433333334232,70.501563,70.303125,0.290625000000006,0.212224999999989,65.510517355586,274.0806229121928,274.0806229121928,70.501563,70.303125,1,,,0.212224999999989,1.16022429014555,2.28391195418755
EV157,09/30/2022 14:21:00,09/30/2022 14:23:00,0,0.03000833333334185,0,0.03000833333334185,70.571875,70.571875,0.115624999999994,0.0254680000000462,,274.0806229121928,274.0806229121928,70.571875,70.571875,1,,,0.0254680000000462,0.529035433070866,0.529035433070866
EV157,09/30/2022 17:07:00,09/30/2022 17:58:00,0,0.8429100000000176,0,0.8429100000000176,70.465625,69.557813,1.01406200000001,0.937339999999949,67.1764917881126,274.0806229121928,274.0806229121928,70.465625,69.557813,1,,,0.937337999999954,3.00495110292006,21.4689963736777
EV157,10/01/2022 00:42:00,10/01/2022 03:47:00,0,2.7746691666666834,0,2.7746691666666834,70.151563,68.103125,4.49374999999998,,67.9659610273257,274.0806229121928,274.0806229121928,70.151563,68.103125,1,,,,,
EV157,10/01/2022 05:13:00,10/01/2022 05:27:00,0.08699196691321731,0.20228333333335513,0.01611611111111077,0.2183994444444659,68.696875,68.592188,0.570312999999999,0.712549999999965,66.3167667105865,274.0806229121928,274.167614879106,68.696875,68.265625,0.9262080947499446,,0.193304000000012,0.511898999999971,4.92349677881174,4.92349677881174
