Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer
EV031,9/28/18 9:36 PM,9/28/18 9:40 PM,0.292,0.011,0.042,0.053,86,85.5,0.5,0.441,58.64,,
EV031,9/28/18 7:02 PM,9/28/18 7:15 PM,0.266,0.119,0.089,0.208,90,86.5,3.5,0.969,68.72,,
EV031,9/28/18 4:58 PM,9/28/18 6:05 PM,16.424,0.319,0.800,1.119,98,91.5,6.5,32.856,77.72,,
EV031,9/28/18 1:45 PM,9/28/18 4:46 PM,44.165,0.939,2.083,3.022,87,53,34,102.603,86.36,,
EV031,9/28/18 10:54 AM,9/28/18 1:11 PM,29.789,0.822,1.458,2.281,98.5,93.5,5,67.536,82.04,,
EV031,9/28/18 10:25 AM,9/28/18 10:37 AM,2.359,0.025,0.186,0.211,88,81.5,6.5,4.354,78.44,,
EV031,9/28/18 9:52 AM,9/28/18 9:53 AM,0.175,0.000,0.025,0.025,89,88,1,0.283,78.8,,
EV031,9/28/18 8:21 AM,9/28/18 8:25 AM,0.353,0.031,0.050,0.081,91.5,88.5,3,0.708,60.08,,
EV031,9/27/18 9:40 PM,9/27/18 9:51 PM,0.218,0.133,0.050,0.183,95.5,93,2.5,0.692,71.24,,
EV031,9/27/18 6:36 PM,9/27/18 7:35 PM,16.753,0.178,0.817,0.994,94,89.5,4.5,35.395,81.32,,
EV031,9/27/18 11:53 AM,9/27/18 6:13 PM,86.366,1.953,4.372,6.325,94,49,45,203.804,96.8,,
EV031,9/26/18 9:18 PM,9/26/18 9:28 PM,0.26,0.094,0.081,0.175,99.5,95.5,4,0.788,73.04,,
EV031,9/26/18 6:35 PM,9/26/18 7:35 PM,16.308,0.239,0.767,1.006,94.5,88,6.5,34.824,87.08,,
EV031,9/26/18 2:19 PM,9/26/18 6:15 PM,55.417,1.133,2.800,3.933,97.5,50,47.5,132.88,96.08,,
EV031,9/26/18 1:15 PM,9/26/18 2:05 PM,13.696,0.144,0.694,0.839,96.5,52.5,44,31.099,96.8,,
EV031,9/26/18 11:54 AM,9/26/18 1:04 PM,16.924,0.278,0.894,1.172,64.5,50.5,14,38.023,98.24,,
EV031,9/25/18 5:11 PM,9/25/18 5:18 PM,0.278,0.025,0.083,0.108,74,68,6,0.691,93.92,,
EV031,9/24/18 4:54 PM,9/24/18 4:58 PM,0.212,0.039,0.036,0.075,79,77,2,0.463,95,,
EV031,9/23/18 10:07 PM,9/23/18 10:13 PM,0.311,0.056,0.044,0.100,81.5,78.5,3,0.785,69.08,,
EV031,9/21/18 11:19 PM,9/21/18 11:24 PM,0.356,0.028,0.064,0.092,83.5,80.5,3,0.725,66.2,,
EV031,9/21/18 4:32 PM,9/21/18 4:38 PM,0.293,0.042,0.053,0.094,86,83,3,0.627,100.4,,
