Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle
EV132,11/15/2019,,79.46,,,11.33,,,,191.89,35.24,,,,
EV132,11/16/2019,,84.6,,,11.65,,,,156.83,36.2,,,,
EV132,11/17/2019,,0,,,11.98,,,,0.01,38,,,,
EV132,11/18/2019,,108.64,,,10.26,,,,227.91,41.18,,,,
EV132,11/19/2019,,78.87,,,9.35,,,,177.73,36.86,,,,
EV132,11/20/2019,,64.28,,,11.47,,,,131.89,31.04,,,,
EV132,11/21/2019,,91.64,,,11.33,,,,209.06,28.04,,,,
EV132,11/22/2019,,64.45,,,9.7,,,,140.41,26.54,,,,
EV132,11/23/2019,,0.03,,,0.17,,,,1.43,29.060000000000002,,,,
EV132,11/25/2019,,80.82,,,8.53,,,,217.17,26.3,,,,
EV132,11/26/2019,,102.97,,,11.85,,,,259.62,23,,,,
EV132,11/27/2019,,93.41,,,11.17,,,,234.19,22.7,,,,
EV132,11/28/2019,,0,,,12,,,,0,16.459999999999997,,,,
EV132,11/29/2019,,77.44,,,10.32,,,,257.66,13.52,,,,
EV132,11/30/2019,,101.31,,,11.65,,,,260.91,17.06,,,,
EV132,12/01/2019,,0,,,12,,,,0,15.919999999999998,,,,
EV132,12/02/2019,,97.4,,,10.99,,,,249.67,25.46,,,,
EV132,12/03/2019,,84.88,,,11.21,,,,216.55,31.88,,,,
EV132,12/04/2019,,78.14,,,11.55,,,,183.22,33.98,,,,
EV132,12/05/2019,,101.87,,,11.89,,,,233.44,33.260000000000005,,,,
EV132,12/06/2019,,81.62,,,11.68,,,,222.52,30.02,,,,
EV132,12/07/2019,,0.01,,,9.44,,,,0.73,30.2,,,,
EV132,12/09/2019,,95.75,,,9.34,,,,225.91,28.22,,,,
EV132,12/10/2019,,66.04,,,10.15,,,,172.16,27.8,,,,
EV132,12/11/2019,,158.84,,,11.55,,,,384.4,27.38,,,,
EV132,12/12/2019,,97.37,,,10.83,,,,261.25,30.86,,,,
EV132,12/13/2019,,81.11,,,11.88,,,,223.38,30.86,,,,
EV132,12/14/2019,,0,,,12,,,,0,27.2,,,,
EV132,12/15/2019,,0,,,11.99,,,,0,23.96,,,,
EV132,12/16/2019,,85.02,,,11.78,,,,278.37,21.98,,,,
EV132,12/17/2019,,115.87,,,11.43,,,,370.38,19.7,,,,
EV132,12/18/2019,,169.41,,,11.79,,,,491.82,18.86,,,,
EV132,12/19/2019,,158.63,,,11.34,,,,408.83,22.7,,,,
EV132,12/20/2019,,80.94,,,11.79,,,,212.83,38,,,,
EV132,12/21/2019,,0,,,11.54,,,,0.07,39.68,,,,
EV132,12/22/2019,,0,,,12,,,,0,36.98,,,,
EV132,12/23/2019,,86.63,,,11.62,,,,242.17,32.06,,,,
EV132,12/24/2019,,142.24,,,11.38,,,,364.06,28.1,,,,
EV132,12/25/2019,,0,,,12,,,,0,24.68,,,,
EV132,12/26/2019,,104.75,,,11.49,,,,314.81,20.48,,,,
EV132,12/27/2019,,142.27,,,11.73,,,,362.87,18.2,,,,
EV132,12/28/2019,,0.17,,,11.97,,,,2.69,21.799999999999997,,,,
EV132,12/29/2019,,0,,,8.5,,,,0,24.62,,,,
EV132,12/31/2019,,57.14,,,3.47,,,,139.89,28.28,,,,
EV132,01/01/2020,,0,,,12,,,,0,30.02,,,,
EV132,01/02/2020,,89.69,,,11.74,,,,257.44,26.06,,,,
EV132,01/03/2020,,80.62,,,11.91,,,,217.4,28.130000000000003,,,,
EV132,01/04/2020,,0.03,,,11.98,,,,0.46,25.655,,,,
EV132,01/05/2020,,0,,,12,,,,0,24.125,,,,
EV132,01/06/2020,,78.5,,,10.7,,,,221.67,26.060000000000002,,,,
EV132,01/07/2020,,97.89,,,10.69,,,,236.52,30.560000000000002,,,,
EV132,01/08/2020,,67.2,,,11.66,,,,177.99,27.455,,,,
EV132,01/09/2020,,66.49,,,,,,,,20.3,,,,
EV132,01/10/2020,,86.67,,,,,,,,15.485,,,,
EV132,01/11/2020,,,,,,,,,,24.485,,,,
EV132,01/12/2020,,,,,,,,,,24.755,,,,
EV132,01/13/2020,,107.9,,,,,,,12.53,18.725,,,,
EV132,01/14/2020,,81.51,,,,,,,,17.015,,,,
EV132,01/15/2020,,108.62,,,,,,,,13.864999999999998,,,,
EV132,01/16/2020,,48.46,,,,,,,,26.015,,,,
EV132,01/17/2020,,100.02,,,,,,,,21.424999999999997,,,,
EV132,01/18/2020,,,,,,,,,,21.425,,,,
EV132,01/19/2020,,,,,20.55,,,,,27.905,,,,
EV132,01/21/2020,,114.3,,,,,,,,29.075,,,,
EV132,01/22/2020,,99.22,,,,,,,31.72,27.815,,,,
EV132,01/23/2020,,81.21,,,,,,,,31.055,,,,
EV132,01/24/2020,,114.59,,,,,,,,30.155,,,,
EV132,01/25/2020,,0.18,,,,,,,,28.625,,,,
EV132,01/27/2020,,111.83,,,21.93,,,,,26.915,,,,
EV132,01/28/2020,,34.59,,,,,,,,28.265,,,,
EV132,01/29/2020,,74.9,,,,,,,,29.345,,,,
EV132,01/30/2020,,61.84,,,,,,,,28.085,,,,
EV132,01/31/2020,,87.68,,,,,,,,32.675,,,,
EV132,02/01/2020,,,,,,,,,,39.605,,,,
EV132,02/02/2020,,,,,,,,,,21.425,,,,
EV132,02/03/2020,,99.32,,,,,,,,13.864999999999998,,,,
EV132,02/04/2020,,81.32,,,,,,,,15.395,,,,
EV132,02/05/2020,,91.09,,,,,,,27.16,21.244999999999997,,,,
EV132,02/06/2020,,99.28,,,,,,,,26.465,,,,
EV132,02/07/2020,,57.88,,,,,,,,27.68,,,,
EV132,02/08/2020,,,,,,,,,,26.195,,,,
EV132,02/09/2020,,,,,,,,,,20.075,,,,
EV132,02/10/2020,,81.42,,,,,,,,23.63,,,,
EV132,02/11/2020,,101.31,,,,,,,,24.44,,,,
EV132,02/12/2020,,108.66,,,,,,,16.22,25.655,,,,
EV132,02/13/2020,,87.38,,,,,,,,26.195,,,,
EV132,02/14/2020,,100.99,,,,,,,,26.284999999999997,,,,
EV132,02/15/2020,,,,,,,,,,25.43,,,,
EV132,02/16/2020,,,,,,,,,,26.285,,,,
EV132,02/17/2020,,,,,,,,,,21.785,,,,
EV132,02/18/2020,,60.71,,,,,,,,17.87,,,,
EV132,02/19/2020,,63.22,,,,,,,,16.925,,,,
EV132,02/20/2020,,108.16,,,,,,,,17.87,,,,
EV132,02/21/2020,,103.1,,,,,,,,21.155,,,,
EV132,02/22/2020,,,,,,,,,,26.509999999999998,,,,
EV132,02/23/2020,,,,,,,,,,28.175,,,,
EV132,02/24/2020,,100.32,,,,,,,,24.845,,,,
EV132,02/25/2020,,34.35,,,,,,,,24.619999999999997,,,,
EV132,02/26/2020,,111.4,,,,,,,5.27,28.175,,,,
EV132,02/27/2020,,97.78,,,,,,,,29.21,,,,
EV132,02/28/2020,,100.76,,,,,,,,33.71,,,,
EV132,02/29/2020,,,,,,,,,,29.57,,,,
EV132,03/01/2020,,,,,,,,,,23.99,,,,
EV132,03/02/2020,,34.06,,,,,,,,26.195,,,,
EV132,03/03/2020,,107.93,,,,,,,,33.62,,,,
EV132,03/04/2020,,,,,,,,,,30.965,,,,
EV132,03/05/2020,,,,,22.99,,,,,32.405,,,,
EV132,03/06/2020,,,,,22.97,,,,,39.875,,,,
EV132,03/07/2020,,,,,,,,,,37.04,,,,
EV132,03/08/2020,,,,,22.98,,,,,29.345,,,,
EV132,03/09/2020,,,,,23.58,,,,,28.175,,,,
EV132,03/10/2020,,,,,21.85,,,,,28.759999999999998,,,,
EV132,03/11/2020,,,,,20.94,,,,,34.205,,,,
EV132,03/12/2020,,,,,17.3,,,,,24.215,,,,
EV132,03/13/2020,,,,,19.21,,,,,20.66,,,,
EV132,03/14/2020,,,,,23.98,,,,,13.684999999999999,,,,
EV132,03/15/2020,,,,,,,,,,19.895,,,,
EV132,03/16/2020,,,,,23.82,,,,,25.384999999999998,,,,
EV132,03/17/2020,,,,,22.17,,,,,31.1,,,,
EV132,03/18/2020,,,,,22.29,,,,,31.37,,,,
EV132,03/19/2020,,,,,22.36,,,,,30.064999999999998,,,,
EV132,03/20/2020,,,,,22.05,,,,,31.37,,,,
EV132,03/21/2020,,,,,23.97,,,,,34.16,,,,
EV132,03/22/2020,,,,,,,,,,34.025,,,,
EV132,03/23/2020,,,,,23.52,,,,,33.935,,,,
EV132,03/24/2020,,,,,23.55,,,,,27.68,,,,
EV132,03/25/2020,,,,,21.23,,,,,26.825,,,,
EV132,03/26/2020,,,,,,,,,,26.105,,,,
EV132,03/27/2020,,,,,,,,,,28.985,,,,
EV132,03/28/2020,,,,,,,,,,33.215,,,,
EV132,03/29/2020,,0,,,12.53,,,,0,35.6,,,,
EV132,03/30/2020,,0,,,9.54,,,,0,33.8,,,,
EV132,03/31/2020,,,,,,,,,,28.04,,,,
EV132,04/01/2020,,,,,23.91,,,,,23.585,,,,
EV132,04/02/2020,,,,,22.71,,,,,21.965,,,,
EV132,04/03/2020,,,,,22.99,,,,,24.665,,,,
EV132,04/04/2020,,,,,,,,,,28.265,,,,
EV132,04/05/2020,,0,,,23.2,,,,3.07,35.285,,,,
EV132,04/06/2020,,,,,23.57,,,,,36.365,,,,
EV132,04/07/2020,,,,,23.54,,,,,38.84,,,,
EV132,04/08/2020,,,,,22.27,,,,,39.29,,,,
EV132,04/09/2020,,,,,15.89,,,,,42.935,,,,
EV132,04/16/2020,,,,,9.75,,,,,27.365000000000002,,,,
EV132,04/17/2020,,,,,0.95,,,,,35.15,,,,
EV132,04/23/2020,,,,,0.99,,,,,38.795,,,,
EV132,04/24/2020,,,,,1.5,,,,,39.335,,,,
EV132,04/25/2020,,,,,9.57,,,,,43.025000000000006,,,,
EV132,04/26/2020,,,,,,,,,,44.33,,,,
EV132,04/27/2020,,,,,10.6,,,,,42.71,,,,
EV132,04/28/2020,,,,,14,,,,,45.995,,,,
EV132,04/29/2020,,,,,22.38,,,,,52.43,,,,
EV132,04/30/2020,,,,,20.72,,,,,45.86,,,,
EV132,05/01/2020,,,,,14.29,,,,,41.495,,,,
EV132,05/02/2020,,0,,,23.96,,,,0.72,46.715,,,,
EV132,05/03/2020,,,,,,,,,,38.75,,,,
EV132,05/04/2020,,,,,20.73,,,,,36.589999999999996,,,,
EV132,05/05/2020,,,,,9.88,,,,,46.355000000000004,,,,
EV132,05/06/2020,,,,,10.13,,,,,41.18,,,,
EV132,05/07/2020,,,,,10.29,,,,,37.355,,,,
EV132,05/08/2020,,,,,0.77,,,,,41.81,,,,
EV132,05/11/2020,,,,,0.64,,,,,39.155,,,,
EV132,05/12/2020,,,,,2.36,,,,,38.75,,,,
EV132,05/13/2020,,25.11,,,8.25,,,,48.94,41.225,,,,
EV132,05/15/2020,,5.05,,,13.57,,,,16.99,38.84,,,,
EV132,05/16/2020,,,,,,,,,,44.510000000000005,,,,
EV132,05/17/2020,,,,,,,,,,50.54,,,,
EV132,05/18/2020,,0.03,,,8.82,,,,1.9,47.075,,,,
EV132,05/19/2020,,51.62,,,3.97,,,,88.47,46.445,,,,
EV132,05/20/2020,,48.38,,,9.6,,,,75.69,45.95,,,,
EV132,05/21/2020,,102.11,,,23.87,,,,199.9,40.955,,,,
EV132,05/22/2020,,37.03,,,11.55,,,,58.43,38.48,,,,
EV132,05/23/2020,,0,,,0.04,,,,0.84,38.165,,,,
EV132,05/26/2020,,0.05,,,1.4,,,,3.82,50.27,,,,
EV132,05/27/2020,,9.1,,,1.21,,,,18.96,52.295,,,,
EV132,05/28/2020,,93.21,,,16.66,,,,172.13,56.075,,,,
EV132,05/29/2020,,36.23,,,11.62,,,,55.7,60.485,,,,
EV132,06/01/2020,,62.2,,,8.69,,,,124.57,46.04,,,,
EV132,06/02/2020,,94.79,,,14.12,,,,151.79,50.99,,,,
EV132,06/03/2020,,62.68,,,14.91,,,,108.06,54.32,,,,
EV132,06/04/2020,,94.63,,,14.53,,,,139.05,51.845,,,,
EV132,06/05/2020,,124.16,,,23.58,,,,221.02,56.435,,,,
EV132,06/06/2020,,0,,,23.96,,,,0,48.38,,,,
EV132,06/07/2020,,,,,,,,,,41.585,,,,
EV132,06/08/2020,,111,,,21,,,,192.76,40.775,,,,
EV132,06/09/2020,,109.69,,,21.1,,,,188.1,40.910000000000004,,,,
EV132,06/10/2020,,59.27,,,12.77,,,,117.53,50.18,,,,
EV132,06/11/2020,,94.75,,,14.27,,,,136.72,59.045,,,,
EV132,06/12/2020,,115.78,,,22.95,,,,201.74,65.345,,,,
EV132,06/13/2020,,85.99,,,16.7,,,,153.13,55.85000000000001,,,,
EV132,06/15/2020,,43.46,,,9.63,,,,86.93,41.765,,,,
EV132,06/16/2020,,111.1,,,22.52,,,,189.93,46.265,,,,
EV132,06/17/2020,,95.38,,,19.95,,,,144.49,46.175,,,,
EV132,06/18/2020,,112.38,,,17.14,,,,212.99,48.83,,,,
EV132,06/19/2020,,84.13,,,22.16,,,,138.94,52.16,,,,
EV132,06/20/2020,,,,,,,,,,52.61,,,,
EV132,06/21/2020,,,,,,,,,,55.265,,,,
EV132,06/22/2020,,104.27,,,22.53,,,,178.15,58.010000000000005,,,,
EV132,06/23/2020,,87.31,,,19.86,,,,164.11,63.905,,,,
EV132,06/24/2020,,95.03,,,20.69,,,,162.21,64.715,,,,
EV132,06/25/2020,,101.72,,,22.44,,,,175.73,62.78,,,,
EV132,06/26/2020,,125.79,,,23.59,,,,225.48,64.94,,,,
EV132,06/27/2020,,,,,,,,,,60.575,,,,
EV132,06/28/2020,,,,,,,,,,48.47,,,,
EV132,06/29/2020,,58.1,,,13.8,,,,96.47,44.195,,,,
EV132,06/30/2020,,95.23,,,14.61,,,,172.55,43.519999999999996,,,,
EV132,07/01/2020,,105.49,,,21.78,,,,203.77,45.905,,,,
EV132,07/02/2020,,87.72,,,17.6,,,,163.37,50.27,,,,
EV132,07/03/2020,,91.93,,,21.52,,,,157.15,59.855,,,,
EV132,07/04/2020,,0,,,3.69,,,,2.12,60.89,,,,
EV132,07/06/2020,,85.92,,,17.11,,,,152.96,61.655,,,,
EV132,07/07/2020,,93.92,,,21.83,,,,161.42,55.129999999999995,,,,
EV132,07/08/2020,,84.35,,,20.18,,,,140.96,51.89,,,,
EV132,07/09/2020,,93.5,,,23.12,,,,165.63,56.975,,,,
EV132,07/10/2020,,102.55,,,22.24,,,,183.54,55.445,,,,
EV132,07/11/2020,,,,,,,,,,62.239999999999995,,,,
EV132,07/12/2020,,,,,,,,,,59.18000000000001,,,,
EV132,07/13/2020,,96.37,,,23.81,,,,160.54,54.14,,,,
EV132,07/14/2020,,85.05,,,19.29,,,,138.52,54.32,,,,
EV132,07/15/2020,,55.17,,,12.48,,,,90.53,59,,,,
EV132,07/16/2020,,93.41,,,13.9,,,,175.02,62.825,,,,
EV132,07/17/2020,,84.71,,,19.83,,,,154.16,60.620000000000005,,,,
EV132,07/18/2020,,,,,,,,,,59.675,,,,
EV132,07/19/2020,,,,,,,,,,61.34,,,,
EV132,07/20/2020,,106.07,,,21.07,,,,200.7,64.49000000000001,,,,
EV132,07/21/2020,,78.94,,,14.23,,,,119.94,66.47,,,,
EV132,07/22/2020,,94.82,,,12.57,,,,160.35,67.1,,,,
EV132,07/23/2020,,89.55,,,23.16,,,,154.12,62.96,,,,
EV132,07/24/2020,,110.76,,,17.19,,,,192.44,61.42999999999999,,,,
EV132,07/27/2020,,102.45,,,16.06,,,,207.11,68.72,,,,
EV132,07/28/2020,,107.31,,,21.64,,,,202.5,68.58500000000001,,,,
EV132,07/29/2020,,60.78,,,13.8,,,,103.02,65.93,,,,
EV132,07/30/2020,,94.34,,,16.2,,,,179.73,69.62,,,,
EV132,07/31/2020,,96.69,,,21.16,,,,229.24,73.08500000000001,,,,
EV132,08/01/2020,,0.15,,,12.75,,,,0.63,74.47999999999999,,,,
EV132,08/03/2020,,26.2,,,3.56,,,,48.19,66.875,,,,
EV132,08/04/2020,,70.29,,,8.43,,,,128.46,63.769999999999996,,,,
EV132,08/05/2020,,25.95,,,3.97,,,,44.84,68.27,,,,
EV132,08/06/2020,,93.9,,,12.86,,,,200.18,66.065,,,,
EV132,08/07/2020,,153.12,,,15.96,,,,252.44,54.32,,,,
EV132,08/08/2020,,0.16,,,10.34,,,,1.03,55.535000000000004,,,,
EV132,08/10/2020,,93.44,,,13.8,,,,170.4,60.125,,,,
EV132,08/11/2020,,48.28,,,11.67,,,,94.84,64.625,,,,
EV132,08/12/2020,,86.78,,,13.97,,,,140.34,56.165,,,,
EV132,08/13/2020,,49.95,,,11.55,,,,106.24,50.72,,,,
EV132,08/14/2020,,36.87,,,6.02,,,,76.93,55.22,,,,
EV132,08/17/2020,,36.83,,,4.81,,,,68.3,72.815,,,,
EV132,08/18/2020,,47.83,,,6.97,,,,87.32,71.24000000000001,,,,
EV132,08/19/2020,,47.35,,,5.73,,,,71.42,68.09,,,,
EV132,08/20/2020,,84.2,,,14.39,,,,136.02,64.04,,,,
EV132,08/21/2020,,33.48,,,9.74,,,,51.87,65.255,,,,
EV132,08/24/2020,,76.34,,,9.2,,,,127.35,64.58,,,,
EV132,08/25/2020,,74.23,,,10.05,,,,124,59.225,,,,
EV132,08/26/2020,,85.03,,,10.75,,,,157.95,61.385000000000005,,,,
EV132,08/27/2020,,95.04,,,13.98,,,,157.47,62.24,,,,
EV132,08/28/2020,,89.24,,,15.08,,,,157.05,60.845,,,,
EV132,08/29/2020,,0.17,,,0.1,,,,1.32,60.125,,,,
EV132,08/31/2020,,35.35,,,6.05,,,,59.21,45.004999999999995,,,,
EV132,09/01/2020,,88.88,,,13.92,,,,194.99,53.105000000000004,,,,
EV132,09/02/2020,,65.74,,,13.79,,,,127.75,60.935,,,,
EV132,09/03/2020,,128.98,,,13.67,,,,212.2,62.73500000000001,,,,
EV132,09/04/2020,,85.46,,,19.54,,,,175.62,65.705,,,,
EV132,09/05/2020,,0.4,,,11.6,,,,1.97,66.69500000000001,,,,
EV132,09/08/2020,,84.56,,,11.24,,,,188.78,39.785,,,,
EV132,09/09/2020,,106.06,,,16.82,,,,202.75,50.045,,,,
EV132,09/10/2020,,74.73,,,13.94,,,,129.38,57.74,,,,
EV132,09/11/2020,,47.74,,,6.5,,,,100.87,59.27,,,,
EV132,09/14/2020,,81.8,,,10.75,,,,151.05,58.144999999999996,,,,
EV132,09/15/2020,,84.98,,,12.63,,,,158.87,56.615,,,,
EV132,09/16/2020,,65.43,,,8.93,,,,129.67,57.965,,,,
EV132,09/17/2020,,85.65,,,9.59,,,,135.81,59.27,,,,
EV132,09/18/2020,,21.63,,,4.18,,,,35.25,58.775000000000006,,,,
EV132,09/21/2020,,47.52,,,6.18,,,,69.3,52.52,,,,
EV132,09/22/2020,,33.27,,,6.33,,,,52.43,52.025,,,,
EV132,09/23/2020,,95.78,,,12.05,,,,177.18,53.915000000000006,,,,
EV132,09/24/2020,,118,,,16.08,,,,220.67,46.894999999999996,,,,
EV132,09/25/2020,,125.29,,,23.01,,,,279.43,40.55,,,,
EV132,09/26/2020,,0,,,12.23,,,,0.02,40.91,,,,
EV132,09/28/2020,,90.91,,,10.64,,,,182.58,44.78,,,,
EV132,09/29/2020,,84.72,,,16.36,,,,172.07,52.115,,,,
EV132,09/30/2020,,51.94,,,13.14,,,,98.64,53.465,,,,
EV132,10/01/2020,,62.85,,,9.2,,,,125.06,52.295,,,,
EV132,10/02/2020,,130.6,,,18.25,,,,283.8,55.175000000000004,,,,
EV132,10/03/2020,,0.46,,,8.89,,,,1.88,54.14,,,,
EV132,10/05/2020,,97.45,,,16.74,,,,193.63,51.754999999999995,,,,
EV132,10/06/2020,,117.14,,,23.43,,,,236.54,53.78,,,,
EV132,10/07/2020,,128.82,,,19.05,,,,237,56.480000000000004,,,,
EV132,10/08/2020,,85.02,,,11.25,,,,177.7,52.565,,,,
EV132,10/09/2020,,37.19,,,6.41,,,,79,51.71,,,,
EV132,10/10/2020,,0.32,,,0.19,,,,3.18,44.06,,,,
