Vehicle ID,Fleet ID,Model Year,Initial Service Year,Data Collection Start,Data Collection End,Model Name,Manufacturer,Weight Class,Curb Weight,Capital Cost,Nominal Range,Nominal Efficiency,Peak Power,Peak Torque,Towing Capacity,Battery Chemistry,Rated Energy,Fuel Fired Heater?,Max Charge Rate,Charge Connector,Total Fleet Size,% Electrified,State,Region,Body Style,Sector,Vocation,Vehicle Platform,Fleet Type,Data Collection Method,Filename,Actual Filename
EV001,Fleet01,2016,2016,11/01/16,07/31/18,,Complete Coach Works,8,,600000,130,,130,,,Lithium-ion,308,FALSE,45,Meltric 100 Amp 3 Phase,Large,11,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev001.fleet01.2016.completecoachworks.8.308.45.ca.ptr.ptr.tra.vir.csv,
EV002,Fleet01,2017,2017,03/17/17,07/31/18,,Complete Coach Works,8,,600000,130,,130,,,Lithium-ion,308,FALSE,45,Meltric 100 Amp 3 Phase,Large,11,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev002.fleet01.2017.completecoachworks.8.308.45.ca.ptr.ptr.tra.vir.csv,
EV003,Fleet01,2017,2017,03/21/17,07/29/18,,Complete Coach Works,8,,600000,130,,130,,,Lithium-ion,308,FALSE,45,Meltric 100 Amp 3 Phase,Large,11,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev003.fleet01.2017.completecoachworks.8.308.45.ca.ptr.ptr.tra.vir.csv,
EV004,Fleet01,2017,2017,03/03/17,07/31/18,,Complete Coach Works,8,,600000,130,,130,,,Lithium-ion,308,FALSE,45,Meltric 100 Amp 3 Phase,Large,11,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev004.fleet01.2017.completecoachworks.8.308.45.ca.ptr.ptr.tra.vir.csv,
EV005,Fleet01,2017,2017,03/17/17,07/31/18,,Complete Coach Works,8,,600000,130,,130,,,Lithium-ion,308,FALSE,45,Meltric 100 Amp 3 Phase,Large,11,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev005.fleet01.2017.completecoachworks.8.308.45.ca.ptr.ptr.tra.vir.csv,
EV006,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev006.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV007,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev007.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV008,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev008.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV009,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev009.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV010,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev010.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV011,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev011.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV012,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev012.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV013,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev013.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV014,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev014.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV015,Fleet02,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev015.fleet02.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV016,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev016.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV017,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev017.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV018,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev018.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV019,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev019.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV020,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev020.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV021,Fleet03,2018,2019,10/01/18,08/01/19,Bolt EV,Chevrolet,1,3563,36620,238,0.28,150,360,,Lithium-ion,60,FALSE,7,J1772,Small,100,CA,West Coast,(OTH) Other,(PTR) Passenger Transportation,(PSH) Shuttle,(LIG) Light-Duty Vehicle,(PRV) Private,(FLE) Fleet Karma,vehicle.ev021.fleet03.2018.chevrolet.1.60.7.ca.ptr.psh.lig.fle.csv,
EV022,Fleet04,2017,2017,08/31/18,04/30/19,K9S,BYD,8,28660,,145,,150,550,,Iron Phosphate,266,FALSE,80,,Large,1,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev022.fleet04.2017.byd.8.266.80.ca.ptr.ptr.tra.vir.csv,
EV023,Fleet04,2017,2017,08/31/18,04/06/19,K9S,BYD,8,28660,,145,,150,550,,Iron Phosphate,266,FALSE,80,,Large,1,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev023.fleet04.2017.byd.8.266.80.ca.ptr.ptr.tra.vir.csv,
EV024,Fleet04,2018,2018,08/31/18,04/30/19,K9S,BYD,8,28660,,145,,150,550,,Iron Phosphate,266,FALSE,80,,Large,1,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev024.fleet04.2018.byd.8.266.80.ca.ptr.ptr.tra.vir.csv,
EV025,Fleet04,2018,2018,08/31/18,04/30/19,K9S,BYD,8,28660,,145,,150,550,,Iron Phosphate,266,FALSE,80,,Large,1,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev025.fleet04.2018.byd.8.266.80.ca.ptr.ptr.tra.vir.csv,
EV026,Fleet05,2017,2018,01/10/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev026.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV027,Fleet05,2017,2018,01/02/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev027.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV028,Fleet05,2017,2018,04/15/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev028.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV029,Fleet05,2017,2018,03/27/18,09/30/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev029.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV030,Fleet05,2017,2018,01/02/18,09/30/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev030.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV031,Fleet05,2017,2018,01/05/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev031.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV032,Fleet05,2017,2018,01/04/18,09/29/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev032.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV033,Fleet05,2017,2018,01/09/18,09/05/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev033.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV034,Fleet05,2017,2018,03/21/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev034.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV035,Fleet05,2017,2018,01/02/18,09/28/18,ZX5,Proterra,8,26850,850000,40,,,,,Lithium-ion,79,FALSE,500,single-blade overhead fast-charge,Large,15,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev035.fleet05.2017.proterra.8.79.500.ca.ptr.ptr.tra.vir.csv,
EV036,Fleet06,2017,,01/24/18,01/25/18,8TT,BYD,8,23149,,100,2.07,300,2000,,Iron Phosphate,207,FALSE,80,BYD,Small,100,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FLO) Freight, Local",(HDT) Heavy-Duty Truck,(TRK) Truckload,(PRO) Proprietary,vehicle.ev036.fleet06.2017.byd.8.207.80.ca.frg.flo.hdt.pro.csv,
EV037,Fleet06,2016,2017,05/14/19,05/17/19,Q3M,BYD,8,22180,,100,,360,,,Iron Phosphate,207,FALSE,80,BYD,Small,100,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(FLO) Freight, Local",(HDT) Heavy-Duty Truck,(TRK) Truckload,(PRO) Proprietary,vehicle.ev037.fleet06.2016.byd.8.207.80.ca.frg.flo.hdt.pro.csv,
EV038,Fleet07,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev038.fleet07.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV039,Fleet07,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev039.fleet07.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV040,Fleet07,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev040.fleet07.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV041,Fleet08,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,OH,Midwest,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev041.fleet08.2019.orangeev.8.160..oh.frg.nin.ydt.pro.csv,
EV042,Fleet08,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev042.fleet08.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV043,Fleet08,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,80,FALSE,,GB/T,,,IL,Midwest,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev043.fleet08.2017.orangeev.8.80..il.frg.nin.ydt.pro.csv,
EV044,Fleet09,2016,2016,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,IL,Midwest,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev044.fleet09.2016.orangeev.8.160..il.frg.nin.ydt.pro.csv,
EV045,Fleet09,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,NY,Northeast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev045.fleet09.2017.orangeev.8.160..ny.frg.nin.ydt.pro.csv,
EV046,Fleet09,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,NY,Northeast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev046.fleet09.2017.orangeev.8.160..ny.frg.nin.ydt.pro.csv,
EV047,Fleet09,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,NY,Northeast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev047.fleet09.2017.orangeev.8.160..ny.frg.nin.ydt.pro.csv,
EV048,Fleet09,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,IL,Midwest,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev048.fleet09.2017.orangeev.8.160..il.frg.nin.ydt.pro.csv,
EV049,Fleet09,2017,2017,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,IL,Midwest,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev049.fleet09.2017.orangeev.8.160..il.frg.nin.ydt.pro.csv,
EV050,Fleet09,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev050.fleet09.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV051,Fleet09,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev051.fleet09.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV052,Fleet09,2019,2019,05/01/20,05/31/21,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev052.fleet09.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,
EV053,Fleet10,2017,2015,2/4/2021,5/26/2022,Lion C,Lion Electric,8,,,155,,250,2500,,,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev053.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev053.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV054,Fleet10,2019,2019,2/8/2021,6/30/2022,Vision Electric,Bluebird Electric,8,,,120,,315,2400,,Lithium-ion,155,FALSE,350,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev054.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv,vehicle.ev054.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv
EV055,Fleet10,2017,2015,1/1/2021,6/30/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev055.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev055.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV056,Fleet10,2017,2015,1/1/2021,2/21/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev056.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev056.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV057,Fleet10,2017,2015,1/21/2021,5/23/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev057.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev057.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV058,Fleet10,2017,2015,1/19/2021,6/6/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev058.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev058.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV059,Fleet10,2017,2015,1/27/2021,7/1/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev059.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev059.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV060,Fleet10,2017,2015,1/6/2021,1/20/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,FALSE,50,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev060.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv,vehicle.ev060.fleet10.2017.lionelectric.8.210.50.ca.ptr.psc.sch.geo.csv
EV061,Fleet10,2019,2019,1/28/2021,6/29/2022,Vision Electric,Bluebird Electric,8,,,120,`,315,2400,,Lithium-ion,155,FALSE,350,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev061.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv,vehicle.ev061.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv
EV062,Fleet10,2019,2019,1/21/2021,6/29/2022,Vision Electric,Bluebird Electric,8,,,120,,315,2400,,Lithium-ion,155,FALSE,350,,Medium,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev062.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv,vehicle.ev062.fleet10.2019.bluebirdelectric.8.155.350.ca.ptr.psc.sch.geo.csv
